Date,Tweet Full Text,Topic,Action,user id,follower count,place
26-02-2019 07:05,"b'@IGWomenSafety @hydsheteam @bharosahyd @shesafe_ts @hydcitypolice @TelanganaDGP Congratulations madam, you deserve the prize.'",Appreciation,NS,8.99E+17,23,
2/27/19 13:57,"b'@CYBTRAFFIC @hydcitypolice @girishmahadevan There was no vehicle breakdown at signal, but anyway hope , you will be very strict to stop vehicles on red signal itself, from now on brief Constables to do that very religiously, I will for keep you all updated , normally I pass paradise, punjagutta , patney,afzalgunj,boinpally'",Traffic,S,2174463679,26,
2/26/19 10:56,b'@hydcitypolice There was a time when elders cautioned not to talk with strangers....Today we have social media which encourages relations with strangers officially...Cheating &amp; fraud is the associated benefit',Suggestion,NS,9.66E+17,26,
26-02-2019 10:56,b'@hydcitypolice There was a time when elders cautioned not to talk with strangers....Today we have social media which encourages relations with strangers officially...Cheating &amp; fraud is the associated benefit',Suggestion,NS,9.66E+17,26,
26-02-2019 10:48,b'@shochilkalguda @hydcitypolice You all deserve every award bcoz people sleep safely while you keep awake....Another kudos to your families who are away from you for long while others unite with family by evening...\xf0\x9f\x8c\xbc\xf0\x9f\x8c\xb7',Appreciation,NS,9.66E+17,26,
26-02-2019 06:48,"b'@hydcitypolice Yes sir, somebody gave a stack of pamphlets to our apartment security to be given to every flat. The security flatly refused but the guy forcibly gave some.  It had some bank details too in it.  We destroyed them and told security not to take any pamphlets hereafter'",Community Action,S,9.66E+17,26,
26-02-2019 06:30,b'@hydcitypolice Oh my God',Others,NS,9.66E+17,26,
25-02-2019 15:57,b'@Im_ShakeelAhmed @HYDTP @hydcitypolice Penalty should be based on the price of vehicle. At least 10% of vehicle should be fined.',Suggestion,S,2559950003,26,
2/24/19 16:59,b'@hydcitypolice Sir Huge noise coming from Kings Palace Function Hall Mehidipatnam. It\xe2\x80\x99s 10:30pm in the night. Please respond. https://t.co/J6P3UqcOdJ',Community Action,S,535013936,27,
03-01-2019 15:32,b'@hydcitypolice Huge noise coming from Kings Palace Function Hall Mehidipatnam. Please respond',Community Action,S,535013936,27,
2/27/19 8:47,b'@hydcitypolice @HYDTP Place= Dilsukhnagar Time=2:00P.M Date 26/02/19 . Without helmet https://t.co/kV6Of0upeQ',Traffic,S,1605334856,27,
26-02-2019 09:39,b'Cell phone driving place = Dilsukhnagar Date= 26/02/19 Time = 3:05P.M @hydcitypolice @HYDTP https://t.co/DDsc91vZpZ',Traffic,S,1605334856,27,
2/28/19 16:44,"b""Let's  unfollow all that  fake reporters on ever social networking. Yes! We can do it.let your future will get only real news.please do it. @KTRTRS @amjedmbt @TelanganaDGP @hydcitypolice @AJENews @ScoopWhoop""",General Info,NS,3293356735,28,
2/28/19 5:15,"b'@hydcitypolice :I m a citizen of Barkatpura who drop my son at Jublieehills school. Due to the Inter exams, the traffic from BKP to Narayanguda is very heavy as the Students,Parents are standing on the roads blocking the traffic near colleges.a Appreciate ur quick help on it.Thnx https://t.co/rAlsIAeHgl'",Traffic,S,48944239,28,
2/27/19 9:38,b'@hydcitypolice @sayeed4470 @shojubileehills These shops block half of the road on Saturday and Sunday',Traffic,S,1179495271,29,
2/27/19 6:24,"b""@hydcitypolice are we allowed to carry paper charts inside stadium for #INDvsAUS. Please publish do's and dont's""",Community Action,S,147887133,29,
2/25/19 9:55,"b'@HYDTP @deepakchiru @Eenadu_Newspapr @AddlCPTrHyd @CYBTRAFFIC @TSRTCHQ Will Never Respond on our tweet..\n\nAwareness is required to all bus drivers especially who are driving in this busy and hectic roads, imposing Challans or fines post loss of lives will not help anyone in any form...\n@hydcitypolice @HYDTP @cyberabadpolice @RachakondaCop https://t.co/myvEPHABAw'",Suggestion,NS,1.04E+18,31,
2/28/19 4:00,b'@hydcitypolice harsh driving with cell phone.I escaped luckily with kids today..he is not even sensing that and he tried to fight https://t.co/kFft7HR8VV',Traffic,S,143366857,31,
2/28/19 3:27,b'@hydcitypolice Well said \xf0\x9f\x91\x8d',Appreciation,NS,2620500511,34,
2/27/19 3:56,b'\xe2\x81\xa6@hydcitypolice\xe2\x81\xa9 \xe2\x81\xa6@HYDTP\xe2\x81\xa9 People has no patience to wait for Green. https://t.co/TGKwPaHboH',Community Action,NS,9.20E+17,34,
2/25/19 5:23,b'@HYDTP @hydcitypolice @KTRTRS These heavy load vehicles are roaming near wipro circle and financial district without number/Improper plates. Is there any way to restrict with time slots.These vehicles are producing lot of dust and not following safety rules. Please look into it. https://t.co/WNdBYg26pK',Community Action,S,179969330,35,
2/28/19 18:25,"b""Some Indians from Hyderabad + Jammu &amp; student of Bangalore Dental Sciences COLLEGE r now openly spreading negativity in India through @facebook\nRefer : https://t.co/AcWKlNPS9q\nLet's see if officials from @CCBBangalore @BJP4JnK @hydcitypolice @AskAnshul will do something or not?""",Community Action,S,1.00E+18,35,
25-02-2019 13:14,"b'@CYBTRAFFIC @HYDTP @hydcitypolice @KTRTRS Place: Opp. Wipro(from nanakramguda to wiprocircle road)\nTime: 10:20AM,Date: 25/02/2019'",Traffic,S,179969330,35,
2/24/19 12:01,"b'@hydsheteam @hydcitypolice VGood.The film actors,directors, producers also should be made aware of this for best results'",Suggestion,S,7.91E+17,36,
03-01-2019 13:55,"b'@hydcitypolice Hi sir,\nthis chitradurga police twitter account please take action https://t.co/wRzShtxqSI'",Others,S,1.07E+18,36,
03-01-2019 07:37,"b""@PraneethVeni @KTRTRS @nsitharaman Absolutely media is going over the limit now compromising the security of our forces and their families. What if they're targeted by anti national people??? @KTRTRS @HMOIndia @nsitharaman @hydcitypolice please look into issues like these. #shamelessMedia""",Community Action,NS,431817385,37,
26-02-2019 05:07,"b'@CPHydCity @hydcitypolice\nhttps://t.co/EGiRZ9L42x\nworry is abt the point when lady is saying,""police is informing rowdies abt the complaint""\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82 @KTRTRS Hike in salaries for Police dept was not satisfying,I think.@amjedmbt @asadowaisi saab busy lagre,zara aap karo na bhai kuch.'",Community Action,NS,1054203776,37,
2/24/19 8:06,"b""@hydcitypolice @TelanganaDGP Respected sir,\nWe've file an FIR for the phone which was lost on 26th Jan &amp; still no response from police department &amp; we've got several messages that someone using our phone. I'd request you to kindly instruct the dprtmnt to expedite the process.""",Follow up,S,227089921,38,
25-02-2019 19:37,"b'@hydcitypolice Where is Law and Order, One sister Request Barrister Asaduddin owaisi on antisocial elements near her house..Where is law enforcement personnel... There is no Law Boundation for this kind of Goons, police must take strict action against them.\n#Dial100\n#CPhyderabad'",Dissatisfaction,S,280179039,38,
2/24/19 15:31,b'@HYDTP @hydcitypolice @8 More than a challan it\xe2\x80\x99s about the safety of the school kids sir.',Community Action,NS,197651955,40,
2/27/19 7:21,b'@HYDTP @tirumala83 @hydcitypolice heavy vehicles will move freely on city flyovers neglecting warning signs ...\n\nPlease look into this',Traffic,S,2532047118,42,
26-02-2019 06:39,b'@RachakondaCop @Yadav85174436 @TelanganaPolice @TelanganaDGP @hydcitypolice @cyberabadpolice @IGWomenSafety @She_TeamRCK1 @shesafe_ts Congratulations sir',Appreciation,NS,9.21E+17,42,
2/24/19 18:12,b'Member of Legislative Assembly Not Following Rules \n\nThen Why @HYDTP Force Common People ?? \n@hydcitypolice https://t.co/9BXfh7JnIw',Dissatisfaction,S,3844813580,44,
25-02-2019 14:19,"b'Dear @KTRTRS @PawanKalyan @ncbn @ysjagan can\xe2\x80\x99t we see friendly policing @hydcitypolice where policemen respect an individual, independent of status just like western countries. \nPedestrians are given utmost importance and care \nbut not in our country.'",Appreciation,NS,129120156,44,
2/24/19 17:34,b'@hydcitypolice @CPHydCity @TelanganaDGP @shesafe_ts Thank you so much \xf0\x9f\x98\x8a sir',Appreciation,S,8.12E+17,46,
2/24/19 17:25,"b'@hydcitypolice dear sir here at Tang Bond in front of Nekles Rose Railway Station, The some People Eve teasing to ladies and create nuisance kindly take action sir @CPHydCity @TelanganaDGP @shesafe_ts'",Community Action,S,8.12E+17,46,
2/24/19 6:53,"b""@Harish_goutham @HYDTP @hydcitypolice Please Don't challan, please find the permanent solution. Why don't you keep 1 day for citizens voice on traffic rules implementation &amp; discipline? Many citizens have better ideas which will help.""",Suggestion,S,593039212,48,
25-02-2019 13:42,b'@Im_ShakeelAhmed @HYDTP @hydcitypolice He is not a Cop. He is RSS pracharak.',Others,NS,169048230,50,
03-01-2019 15:32,"b""@ts_nishant @HydForum @CommissionrGHMC @HYDTP @hydcitypolice @shopanjagutta @TelanganaDGP *\n\n#Panjagutta Traffic Police are seen regulating traffic but they are unsuccessful in controlling violators.\n\n@AddlCPTrHyd doesn't seem to be interested in resurrecting this current scenario &amp; none of their team are interested too..\n\n@CPHydCity \n\n#Hyderabad #Telangana""",Traffic,S,8.80E+17,51,
03-01-2019 15:23,"b""@hydcitypolice @DCPCZHyd @CPHydCity @TelanganaDGP *\n\nIs #HyderabadCityPolice @hydcitypolice are the trained to dealt live murder case/Goons damaging public properties?\n\nWhere do police of #Telangana\nStand in global ranking?\n\nCould you please answer our question? @hydcitypolice \n\nWe haven't forgotten but it's general follow up""",Query,S,8.80E+17,51,
03-01-2019 12:46,b'@HYDTP \n@hydcitypolice \nSee kind of over load driving o 2 wheeler.... At uppal main road at survey of India road.... Very dangerous... Traffic police was there no action... Please try to prevent these kind-of drivings please https://t.co/dHAsojauOb',Dissatisfaction,S,1.09E+18,51,
03-01-2019 11:32,b'@hydcitypolice \n@HYDTP \n@NHAISocialmedia \nToday a major accident at bibinagar highway... See the road edge condition... Pathetic finishing.. NHAI and state highway authority playing with public lives... Please maintain good roads https://t.co/GR7uTePKV5',Traffic,S,1.09E+18,51,
03-01-2019 05:40,b'@tirumala83 @HYDTP @hydcitypolice HTP please take the best preventive measures... Because of these heavy vehicles major accidents happenings.. These fellow drivers also driving rashly pity',Traffic,S,1.09E+18,51,
2/27/19 8:50,b'@hydcitypolice @sayeed4470 @shojubileehills Well done',Appreciation,NS,1.09E+18,51,
2/26/19 13:46,b'@hydcitypolice Nice thankx for awareness',Appreciation,NS,1.09E+18,51,
26-02-2019 07:13,b'@hydcitypolice @RachakondaCop @SoumyodipMitra @Aahmed_Kareem @HYDTP @CommissionrGHMC @GHMCOnline @bonthurammohan Only forwarding to concerned or imposing any Challan... HTP... Please take action... You have all details',Follow up,S,1.09E+18,51,
26-02-2019 05:29,"b""@brakedarules @MsRao14820411 @HYDTP @Im_ShakeelAhmed @hydcitypolice @CYBTRAFFIC @Rachakonda_tfc If unfortunately HTP take action on political or celebrities that's to normal not as on common public... That's the all-round partiality HTp always shows... That's the pity...""",Others,NS,1.09E+18,51,
26-02-2019 05:28,"b""@brakedarules @MsRao14820411 @HYDTP @Im_ShakeelAhmed @hydcitypolice @CYBTRAFFIC @Rachakonda_tfc Satya sir... I don't know what kind of experience you have with HTP , Iam and many common people have bitter experience... It's common that HTP won't take any action on Political people or celebrities for sure... But on Common people HTP always ready for action.. That's HTP...""",Others,NS,1.09E+18,51,
25-02-2019 17:58,"b""@Chakrav30191854 @HYDTP @Im_ShakeelAhmed @hydcitypolice Well said... That's the greatness of HTP""",Appreciation,NS,1.09E+18,51,
25-02-2019 16:53,b'@Aahmed_Kareem @Im_ShakeelAhmed @HYDTP @hydcitypolice Hmm HTP you your Team happily breaking rules... Now you follow rules first before reaching us... Now your quotation law is same for everyone applicable to you also... Zoom for vehicle number...',General Info,NS,1.09E+18,51,
25-02-2019 16:50,"b""@HYDTP @Im_ShakeelAhmed @hydcitypolice HTP I don't think so your quotation is valid, as per you all means only common public not MLA, MLC, MP, Ministers, celebritys,VIPs etc... Please don't make these kind of no use tweets from your end... You have photo graph above and vehicle details... Now impose Challan pls""",Dissatisfaction,S,1.09E+18,51,
2/24/19 11:42,b'@hydcitypolice Extremely rash driving by City buses on Jubilee hills Road no 36 on Sunday 430 to 5 pm .check the footage of cameras and I noted one among many Ap11z7067 at 445 to 5pm No surprise if there is any fatality.',Traffic,S,2669125963,52,
26-02-2019 11:33,b'@NaveenGoddala @tsrtc @mdtsrtc @TSRTCHQ @hydcitypolice @TSRTCHQ @mdtsrtc \nTodays news  covers death of scooterist  hit by TSRTC  - Are you listening ? other drivers I complained may be still on the prowl like Maneaters- With small roads further narrowed by encroachments metro rail -TSRTC is having a Killing time!!!',Traffic,S,2669125963,52,
03-01-2019 14:50,b'@hydcitypolice are you aware that use of Indian Army Uniform by Civilians is illegal??',Query,S,8.43E+17,53,
03-01-2019 08:30,b'@Nainajaiswal14 @CPHydCity @AddlCPCrimesHyd @DCPEASTZONE @actor_Nikhil @hydsheteam @hydcitypolice Congratulations',Appreciation,NS,7.99E+17,53,
2/28/19 2:58,b'No helmet + cell phone driving\nLocation : hitech city flyover\nDate : 28-feb-2019\nTime: 8.15am\nVehicle # temporary registration\n@CYBTRAFFIC @cyberabadpolice @KTRTRS @hydcitypolice @HYDTP https://t.co/8V8bGWkn2D',Traffic,S,7.39E+17,54,
2/28/19 2:56,b'Driving with no helmet\nLocation : end of hitech city flyover towards mind space\nDate : 28-feb-2019\nTime: 8.20am\nVehicle # ts08fa6846\n@KTRTRS @CYBTRAFFIC @cyberabadpolice @hydcitypolice @HYDTP https://t.co/7BtsPZzzFS',Traffic,S,7.39E+17,54,
03-01-2019 10:25,b'These 2 guys is posting offensive comments against Indian Army &amp; @PMOIndia \n\nhttps://t.co/bhWCv3netu\nhttps://t.co/EAMEs1Qg2r\nhttps://t.co/dSYaKZL5zg\nPlease take a note\n@hydcitypolice @CPHydCity  @JmuKmrPolice @KashmirPolice https://t.co/HSgMox0toV',Community Action,S,9.34E+17,56,
2/25/19 2:48,"b""@hydcitypolice pushes the onus on @GHMCOnline saying it's related to @swachhbharat!\n\n@GHMCOnline says this is a intentional criminal act being done by R/o 6-3-456/9, Dwarakapuri Colony Punjagutta, lane opposite to Union Bank of India.\n\nResidents suffering due to stink &amp; smoke! https://t.co/4fFY91nawL""",Community Action,S,3312015735,59,
2/25/19 2:43,"b'Tired of complaining, informing, &amp; reminding @GHMCOnline &amp; @hydcitypolice about the nuisance in the pic below.\n\n6-3-456/9, Dwarakapuri Colony Punjagutta, lane opp to Union Bank of India.\n\n@arvindkumar_ias\n@musharraf_ias\n@CommissionrGHMC\n@ZC_Khairatabad\n@CPHydCity\n@shopanjagutta https://t.co/vRSSntGEHB'",Dissatisfaction,S,3312015735,59,
25-02-2019 13:10,b'High volume masjid calls at begum bazar. You dont want to do anything about it ? @hydcitypolice @TelanganaCMO @TelanganaDGP has become a daily neusince. Pls do something.',Community Action,S,9.15E+17,59,
26-02-2019 04:53,"b""@Technointellec1 @MsRao14820411 @HYDTP @Im_ShakeelAhmed @hydcitypolice Krishnam garu, the right way of imposing challan is with date, time, location. If you can't provide them @hydtp or @CYBTRAFFIC  or @Rachakonda_tfc neither of the traffic divisions can impose fine. If you provide all the details and yet they don't fine, then you can blame police.""",Traffic,S,2421110826,60,
2/27/19 10:36,b'@TelanganaDGP @KasmaniOsman @CPHydCity @HYDTP @AddlCPTrHyd @DeccanChronicle @CIVILKHAN1 @hydcitypolice Wow that was so quick response sir \xf0\x9f\x99\x8f',Appreciation,NS,9.60E+17,62,
25-02-2019 21:59,"b'@HYDTP @hydcitypolice @cyberabadpolice @cpcybd Sure, Thank You Sir!!'",Appreciation,NS,75155605,65,
03-01-2019 06:08,b'@HYDTP @hydcitypolice @CPHydCity @CYBTRAFFIC Please ensure one more should not happen.... Miyapur to bachupally road.... Mallampet to Nizampet road Somany water tankers... Did they really have permission..   If they have control them With rules and regulations.... https://t.co/5MlVH0KBdn',Traffic,S,1.01E+18,68,
2/28/19 2:50,"b""@hydcitypolice @CPHydCity @cpcybd dear sir I would like to complain about disgusting discussions, debates and the predictions happening over India Pakistan issues and it'disturbing our  life, I beg you to control the media to keep the peace in the nation especially @TV9Telugu""",Community Action,S,2775845478,68,
2/27/19 6:03,"b""@HYDTP @hydcitypolice @CPHydCity @CYBTRAFFIC Generally I used to see water tankers on Nizampet road..... Over loaded auto's from Miyapur to JP Nagar via pragathi enclave... Private travels busses causing traffic jam on Miyapur to Lingampally road at 7pm only.... No change... Even though you are acting on it...""",Appreciation,NS,1.01E+18,68,
2/27/19 4:29,"b""@hydcitypolice @CPHydCity Generally on road only two wheeler checking will be observed. Why not Water tanker/ private travels busses / over loaded auto's / readimix concrete lorries. Which are causing damage to roads and scares people with their rash driving..@HYDTP @CYBTRAFFIC""",Traffic,NS,1.01E+18,68,
2/25/19 5:08,b'@HYDTP @hydcitypolice more than 1km traffic has been blocked on ORR towards Gachibowli...',Traffic,S,280962508,69,
2/25/19 8:26,b'@HiHyderabad @HYDTP @Im_ShakeelAhmed @hydcitypolice @asadowaisi @arvindkumar_ias Was @asadowaisi licence penalised with penalty point??\n\nAnd if they want to set an example they should follow traffic rules. Stop at signals. Remove the banned sirens. Unfortunately our cops do nothing for these sirens which are very common even now. @HYDTP',Traffic,S,107658443,70,
2/25/19 6:32,"b'@HYDTP @Im_ShakeelAhmed @hydcitypolice Sir u and ur rules\n\nFor breaking rules challans for us and leaders same amount, i.e., Rs. 100 (Same was paid when @asadowaisi broke helmet rule)\n\nBut when it comes to traffic, where is ur all r equal rule?\n\nU hear a banned siren and instead of catching them u provide free road\xf0\x9f\x91\x8f'",Suggestion,NS,107658443,70,
03-01-2019 12:29,b'@hydcitypolice A Ford Endeavor and Mercedes A Class going in races on PV Express Road towards Mehdipatnam dangerously',Traffic,S,76295033,73,
2/28/19 5:14,b'@hydcitypolice Hydrabad roads... only ...50 km..speed. restrictions....',Traffic,NS,1.05E+18,74,
2/26/19 13:04,"b'Dear @hydcitypolice \xf0\x9f\x99\x8f\n@tv5telugu  has exposed  @kaushalmanda fraud with proofs.\nPlease investigate further and take serious action \n\n@StarMaa @endemol\nTo maintain your credibility, Kindly take the #BigBossTitle back and announce the real winner.. \n\nhttps://t.co/9FyRpuGT8h'",Fraud,S,321375067,74,
26-02-2019 02:16,"b'@SocialsPanda @hydcitypolice @Uber_Support Hello sir good morning, I am at Jaipur.. can I file a complaint here? Or is it possible to do this online.'",Query,S,144666722,75,
25-02-2019 17:57,"b'@hydcitypolice @CPHydCity @cyberabadpolice @cpcybd @RachakondaCop Sir, we were sure it was an old video else would have been trending. Our request is/was - need update on what action has been taken against this accused person?'",Query,S,2914407122,77,
25-02-2019 17:18,b'@hydcitypolice @CPHydCity @cyberabadpolice @cpcybd @RachakondaCop\nNeed update on what action has been taken against this person. \nhttps://t.co/2v7QJJgkAc',Query,S,2914407122,77,
03-01-2019 04:40,"b'Pregnancy is not a pause button proved by a woman, who dared to pursue professional career while pregnant. @AddlCPCrimesHyd @hydsheteam @shesafe_ts @hydcitypolice \nhttps://t.co/IR2evI3Svf'",General Info,NS,7.05E+17,79,
2/27/19 8:34,b'Kudos to everyone for their consistent efforts in making better Telengana  \xf0\x9f\x92\x90 \n@TelanganaDGP @CPHydCity  @cpcybd @AddlCPCrimesHyd  @hydcitypolice @cyberabadpolice @shesafe_ts @hydsheteam https://t.co/CsrBmfgm8Z',Appreciation,NS,7.05E+17,79,
2/24/19 18:11,b'\xe2\x81\xa6@GHMCOnline\xe2\x81\xa9 \xe2\x81\xa6@hydcitypolice\xe2\x81\xa9 could you please detach the posters.  https://t.co/ilsHuGWUEu',Community Action,S,439836385,80,
2/27/19 18:55,b'\xe2\x81\xa9 \xe2\x81\xa6@pathan_sumaya\xe2\x81\xa9 could you please forward it to Mp sahab \xe2\x81\xa6@asadowaisi\xe2\x81\xa9 and recommend him to know what\xe2\x80\x99s wrong in mallepally. \n\xe2\x81\xa6@hydcitypolice\xe2\x81\xa9 could you please investigate the matter. https://t.co/fq3kdvA7N0',Community Action,NS,439836385,80,
03-01-2019 05:20,"b""@HYDTP @hydcitypolice isn't it necessary to pay challan ? \nThis person has pending challan since 2015 !! https://t.co/Z1SEf3f0gm""",Traffic,S,380272210,87,
03-01-2019 03:31,b'Without Helmet + Cellphone driving &amp; was having a kid sitting in front of him #TotalStuntsMan \nDate - 28-02-2019\nTime 3:21 PM \nLocation : Old Airport Bridge Begumpet\n@HYDTP @CYBTRAFFIC  @hydcitypolice https://t.co/7LL2gkKvyk',Traffic,S,380272210,87,
2/24/19 7:37,"b'@MrSingh76009110 @DadFightPAS @kaimnf @SriRudyBABA @RachakondaCop @TelanganaDGP @KTRTRS @BBC @aajtak @abpnewstv @ndtv @NewsX @republic @dna @toi @MyNation_net @TelanganaCMO @hydcitypolice @TOIHyderabad @DeccanHerald @CPHydCity @BJP4Telangana @INCTelangana @trspartyonline @KTRoffice This classic example about the Ghandian family sees to the plight of the people. They don\xe2\x80\x99t represent us, they aren\xe2\x80\x99t our leaders!'",Suggestion,S,837354606,94,
2/27/19 21:43,"b""@CYBTRAFFIC @hydcitypolice I don't think any action was taken .... Proof below ... https://t.co/TDmSU1RZCh""",Community Action,S,146405003,97,
2/27/19 9:29,b'@CYBTRAFFIC @hydcitypolice Sure sir ... looking forward to see the change today',Appreciation,NS,146405003,97,
2/24/19 19:38,"b'@cyberabadpolice @hydcitypolice We have heard this at other police stations too.  When I lost my phone, the same response. I have a suggestion but I am not sure if it is desirable to put it on a public platform.'",Suggestion,S,7.21E+17,98,
2/24/19 13:46,b'Christian service so noisy! Somebody book them for public nuisance! @hydcitypolice cc @TelanganaDGP\n https://t.co/wlpA2tbOy1',Community Action,S,7.21E+17,98,
03-01-2019 01:58,b'@RachakondaCop @hydcitypolice @cyberabadpolice @TelanganaDGP @IGWomenSafety @TelanganaPolice Nice sir',Appreciation,NS,464321176,101,
2/25/19 6:41,"b'@HYDTP @hydcitypolice Beside Kphb bus stand road, in front of Kalamandir'",Others,NS,134404695,107,
2/24/19 14:27,"b'@HYDTP @hydcitypolice , sir, new road laid in front of kalamandir, one place hotel is again being used as their private parking, despite the \xe2\x80\x9cNo parking\xe2\x80\x9d boards \xe2\x80\x9csponsored\xe2\x80\x9d by them. This has been a regular issue . First problem is district buses and then this at this location. https://t.co/k25JKu91dc'",Community Action,S,134404695,107,
2/27/19 6:09,b'@hydcitypolice @CybercrimeCID @CyberCrimeshyd Sir didn\xe2\x80\x99t get any reply from it',Dissatisfaction,NS,300734232,112,
2/25/19 6:44,b'@Im_ShakeelAhmed @HiHyderabad @HYDTP @hydcitypolice This MP is also not following rules. After election he went to meet KCR on his bike https://t.co/fZWInxUY0T',Suggestion,NS,9.35E+17,115,
2/25/19 3:41,b'@hydcitypolice sir we can complain here about colleges which are blaming government ?',Query,S,7.74E+17,133,
2/24/19 13:32,b'@hydcitypolice @HYDTP @RachakondaCop @cyberabadpolice @TelanganaCMO @KTRTRS sir still this problem persists. Pl instruct concerned',Follow up,S,106458280,133,
26-02-2019 06:19,b'@RachakondaCop @TelanganaPolice @TelanganaDGP @hydcitypolice @cyberabadpolice @IGWomenSafety @She_TeamRCK1 @shesafe_ts Sir my request in some police stations there is no RTI Act boards as per the norms of the RTI Act 2005. Kindly  look into it. \nThanks.',General Info,S,8.24E+17,133,
26-02-2019 06:17,b'@RachakondaCop @TelanganaPolice @TelanganaDGP @hydcitypolice @cyberabadpolice @IGWomenSafety @She_TeamRCK1 @shesafe_ts Hearty congratulations sir for and entire team.  There are enormous changes in department.',Appreciation,NS,8.24E+17,133,
25-02-2019 13:28,b'@RachakondaCop @hydcitypolice @HYDTP @cyberabadpolice @TelanganaCMO @KTRTRS @malkajgiriTrPS Thanks sir',Appreciation,NS,106458280,133,
2/24/19 12:35,b'@hydcitypolice I lost my phone in Uber on 22nd of Feb and all thanks to Detective Inspector Ravi Kumar and other crime staff who were dedicated enough to find my phone in one day. Thank you!0 https://t.co/CFkwJuPgSX',Appreciation,S,224282631,137,
2/25/19 2:23,"b""We need dustbins \xe2\x99\xbb\xef\xb8\x8f at every corner of the streets, lanes in the areas of Hyderabad and Secunderabad. \nIt's a serious issue sir, we can't tolerate uncleanness. @GHMCOnline @CommissionrGHMC @TelanganaCMO @MinIT_Telangana @CPHydCity @hydcitypolice \nJai Hind \xf0\x9f\x87\xae\xf0\x9f\x87\xb3""",Community Action,S,7.94E+17,140,
2/25/19 6:51,b'@CYBTRAFFIC @cyberabadpolice @hydcitypolice Thank you for speedy action..!!',Appreciation,NS,60903536,141,
2/25/19 4:56,b'@hydcitypolice seen without helmet today morning 25-02-2015 at 8:00am on ORR road https://t.co/etPCWPj8pw',Suggestion,NS,60903536,141,
2/25/19 9:16,"b'@HYDTP @Im_ShakeelAhmed @hydcitypolice Feb, 1pm, langar house, huda park\n\nNo helmet, no number plate, written rowdy.\n\nIs law above him?? https://t.co/JlAbrLBLTm'",Query,NS,914823726,142,
26-02-2019 05:45,b'@kochattil @adgpi @TelanganaCMO @TelanganaDGP @hydcitypolice Fully Agree @PMOIndia',Others,NS,3245367128,148,
2/24/19 14:55,"b'Why are they shouting like ******, so much noise and shouting in a residential area what did u do @shotukaramgate nothing at all @TelanganaDGP @CPHydCity @TelanganaPolice @hydcitypolice https://t.co/0OpnAbywnc'",Community Action,S,248665408,153,
2/24/19 13:42,b'Music concert allowed in residential area? @hydcitypolice @shotukaramgate',Query,NS,248665408,153,
2/24/19 13:41,b'Music concert in CSI grounds @shotukaramgate where is ur patrol car? What did they do? Ask them to increase more sound? @hydcitypolice @TelanganaPolice @CPHydCity @KTRTRS @TelanganaDGP @cyberabadpolice https://t.co/LrJeJJUhBI',Community Action,S,248665408,153,
2/24/19 13:37,b'Music concert going on full force is it allowed in residential area? @shotukaramgate where is ur patrol car? What did it do? Asked them to increase more sound? @hydcitypolice @TelanganaPolice @TelanganaDGP @KTRTRS @CPHydCity @TelanganaPolice https://t.co/LrJeJJUhBI',Community Action,S,248665408,153,
2/24/19 13:18,"b'@shotukaramgate where is the patrol car? Sound increased many time, live concert with music, is this the way to control them? @hydcitypolice @CPHydCity @TelanganaPolice https://t.co/N6ftFYCt1V'",Dissatisfaction,S,248665408,153,
2/24/19 12:36,"b'@hydcitypolice @TelanganaDGP @CPHydCity @TelanganaPolice @shotukaramgate Not doing anything, just some repeated answers give.. No action'",Follow up,S,248665408,153,
2/24/19 12:27,"b""Ladies shouting at top of their voices why every week we have to complain abt these people and shouting why nothing is being done is the governance so weak? Why disturb us like this every week don't they have no shame? @hydcitypolice @TelanganaDGP @CPHydCity  @TelanganaPolice https://t.co/o90vaTxaAM""",Community Action,S,248665408,153,
03-01-2019 10:20,b'@hydcitypolice @HYDTP @THHyderabad @ncbn Shocked to see soo many kids in one Auto Rickshaw. Minimum 20 kids which are the future of this country risking their lives at the age where they are not even aware that what they are doing is not right. https://t.co/FrHthzMO04',Traffic,S,94149324,168,
26-02-2019 06:20,b'@Chetan53759407 @AskariAwais @naralokesh @hydcitypolice @VjaCityPolice @narendramodi @ncbn They don\xe2\x80\x99t bother about that even no telugu people don\xe2\x80\x99t care about modi. In fact telugu people will feel more happy if someone scolds modi',Others,NS,1372873238,172,
26-02-2019 05:53,b'@Chetan53759407 @AskariAwais @naralokesh @hydcitypolice @VjaCityPolice Sir @vijcitypolice I will slam that bastard pm with my left leg shoe please make a appointment with @narendramodi',Others,NS,1372873238,172,
26-02-2019 05:30,b'@Chetan53759407 @AskariAwais @naralokesh @hydcitypolice @hydcitypolice sir the stupid PM insulted our telugu people by not giving funds to our people please don\xe2\x80\x99t leave such kind of people arrest him',Community Action,NS,1372873238,172,
2/27/19 6:29,b'@hydcitypolice @HYDTP @CYBTRAFFIC Thank you so much! I really appreciate it.',Appreciation,NS,46782658,181,
2/24/19 17:04,"b""@HYDTP @TelanganaDGP @hydcitypolice \nSir\nWhy don't we offer Riding/Driving courses to the general public? It helps to learn from the expert in the field and follow the same throughout! Issuing License is just not enough, Even the regular traffic law breakers can also get enrol""",Suggestion,S,8.34E+17,184,
